@relation Twitter
@attribute Twitter numeric
@attribute body string
@attribute class {NEU,POZ,NEG}
@data
631,'Jūtos brīva. :)) Beidzot! :)',POZ
632,'Labrīt :)',POZ
634,'@user Falsees sapnī redzēju Hitlerukaut arī neesmu viņu redzējis..',NEU
635,'gribās ēst jāiet uz virtuvi ; 33',NEU
636,'Labrīt :)',POZ
637,'@user nu jaaaa jaa tas jau saprotams :)',NEU
639,'Mmmmmdomaju ko dariit :3  )))) url',NEU
641,'@user ir PAR legālo narkotiku AIZLIEGŠANU!',POZ
642,'Atbalsti mazo biznesu! Pērkot jebkuru NUK mānekļa komplektu 16. novembrī personalizēta snīpja krūzīte dāvanā. url',NEU
643,'Jeees no rita temperaturas nav. Ceru ka pa dienu un vakara ari nebus. ^^',POZ
646,'@user Būsi manā nostūrī :Dlai veicas ;)',POZ
648,'Tākā vakar @user  mēs abi esam krastieši:D',NEU
649,'Jāsāk adīt. :(  Vakarā iešu ciemā pie sen neredzētās draudzenītes! :)))',POZ
653,'@user arī šī nu jau vēsture (tiesa tikai 10 gadus veca") jeb "diena  kad ČBK okupēja Jelgavu" url"',NEU
655,'Esmu gatava! Pilnā ekipējumā! #tag url',POZ
656,'@user Būsi pie Gunitas šodien?',NEU
657,'esmu home alone',NEU
658,'Super. PAt brokastis vēl nav paēdis bet jau zinkā bojāt garstāvokli;@',NEG
660,'@user MĒS BRAUCAM UZ TALSIEM !!!! :D',POZ
664,'Šobrīd sāku domāt. Vai vispār gribu iet uz balli:(',NEG
666,'- noiešu nost no twittera uz kādām pāris stundiņām .` vispār no datora būšu nost .',NEU
667,'Mikai sākās aizsardzības treniņi drīz neviens svešais vairs sētā nevarēs ienākt :)',POZ
668,'Labrīt :)',POZ
671,'@user ej dirst  pimpis lielais :D',NEG
672,'@user nevarēju paroli viņam atcerēties.. :(',NEU
673,'@user Jē es 1 dienu varēšu izgulēties :D',POZ
675,'@user sāk vilināt :D',NEU
676,'Šonakt ciemos bija lietuvēns. Gandrīz nosmacēja ar.',NEG
677,'@user @user gruuti spriest neredzot pamatojumu un apreekjinus.',NEU
678,'@user Jūsu runcis no šī sava kontrolpunkta zina vislabāk kad kurš aiziet un atnāk un ko gardu atnes!',NEU
679,'Drausmigi besiii vecaas tantinjas kas zvanaas visiemjo garlaicigi majaas....un viena no tam ir mana oma...tgd zvanaas visiem',NEG
680,'Šovakar kāds mīļš cilvēciņš brauc ciemos. @user gaidu Tevi. ;*',POZ
682,'#tag un man ir zivjupirkstiņi ^^',POZ
683,'@user Vīrietis vai dzīvoklis?:D',NEU
684,'@user uzsauc ?',NEU
686,'Vakardiena! url',NEU
688,'Bijām ar @user  un @user  zālē tagad visa diena brīva! Ko lai sadara?:)',POZ
690,'Labrīttik ilgi sen nebiju gulējisžēl ka nav kas pamodina:-(',NEU
691,'EJ UZTAISI BROKASTISBLIN!!!!! @user',NEG
692,'@user @user interesanti preciizaak - diivaini....',NEU
694,'Man Pohuj!',NEG
695,'Yey šodien pa rīgu ar foršiem cilvēkiem:))',POZ
696,'Ceļā uz Madonu. (@ Viļāni) url',NEU
698,'Rīts uzsākts ar labu treniņu  dēmoni izdzīti',POZ
699,'Eju pie @user',NEU
700,'Sēžu cukurenēbraukšu uz Rīgu un tad jau uz Baldoni. Vakarā ar māsu un Artūru uz staro Rīga" &lt;3 rīt ar māsu dosimies iepirkties :))"',POZ
701,'@user Paga  ko nopietni ?',NEU
702,'Dodos dzīvēbb:)',POZ
706,'meiteņu vakars.. nu ja nu ja. :D nav nekas vairāk ko teikt kā tikai: man ir vissuperīgākās meitenes! par spīti visam ballīte godam :) :*',POZ
708,'Trīs lietas man zāļu skapītī stāv. R.I.P. Harij Spanovski..',NEU
710,'Šodien mazā biznesa diena Latvijā :) url … #tag',POZ
711,'Laiks garīgam darbam. (@ Biznesa augstskola Turība - @user w/ 11 others) url',NEU
712,'Kurš ir gulējis divas stundiņas? Kurš izskatās tā ka šodien būtu helovīni? Un kurš jau cītīgi sēž darbiņā? Jūs nē..Thats me! Labrīt!',POZ
713,'@user Esmu cilvēksko gribi?:D',NEU
714,'Uz ielas iesildīsies @user :  šovakar briest lieliska ballīte :  nepalaid garām : iesildisimies pirms boksera Maira Brieža 22.11 cīnas.""',NEU
717,'Lauku WC no Nila prasīs piecus latiņus... url',NEU
718,'Sveiks Epštein! Es par tevi un taviem draugiem biju piemirsusi.',NEU
719,'Jūtos lieliski! :)',POZ
720,'Neignorē kādu kuram tu esi svarīgs jo kādu dienu Tu vari saprast ka esi pazaudējis dimantu kamēr krāji akmeņus.',NEU
723,'šodien jābrauc uz sacensībām. #tag',NEU
725,'Super ne-vakar dejošanā mani kaitina un tgd pat uz dr.lv raksta:D:D:D',NEU
726,'drīz manējās jau lec. turu īkšķus un atbalstu! :) (@ Kuldīgas Vieglatlētikas Manēža w/ 2 others) [pic]: url',POZ
727,'Satiku mazo māsu un Mamuciiiti - Alfā Māsiņa saka: ka vairs nelaidīs vaļā pēkšņi tāds miers iekš sirsniņas :)',POZ
728,'Paliku bez telefona.',NEU
729,'labiparunāšos ar kādu kuram ir vairāk laika priekš manis :)!',NEU
732,'Nekur nevaru aiziet jo jāgaida kaut kādi interneta meistari :( nu vot tā :(',NEG
733,'@user yess...tad jau tiksimies driiz ^^',POZ
735,'@user No vāka vien nevar spriest kas tur iekšā. Ir jāredz visas lapas.',NEU
738,'Vakar  ar @user ļoti labi aizgāja ciet nu ko tad  šodien turpinam ',NEU
741,'@user Kas tev tur ir?',NEU
742,'Nu es ar beidzot esmu augšā.!!',NEU
744,'@user Ak jē! Vai pastāstīt par ielu meklēšanas piedzīvojumiem sensenos laikos?',NEU
745,'@user Tā jau man likās.  Nu nekasbūs iemesls satikties un uzrīkot vēlvienu filmu vakaru vai pēcpusdienudrīzumā.:D',POZ
746,'Vecāki- klausies Tev vajag arh. Zināšanas" a ko man dariit ar RD "tas pagaidiis" Nu forši joki (es ceru)!"',NEU
749,'Jādodas uz Siemens halli kur cīnīsies lietuvas stiprākie sportisti url',NEU
750,'Neviens sākums nav ideāls. :-D',POZ
751,'Laprīt  nogulēju 15h . ; O',NEU
754,'Tā varētu iesākties katrs rīts ??',POZ
755,'Kāds negrib uz kino??',NEU
759,'@user dzīvs? :D',POZ
760,'Man ir auksti :(',NEG
761,'Dodamies uz Loju. :)',POZ
762,'Hah tagad arī man ir pohuj.',NEG
764,'Labrīt. Paldies dažam jaukajam par jaukām īsziņām naktī. Žēl ka izlasīju tikai tagad. :))) bet tagad gan celšos un sākšu taisīties.',POZ
767,'tā noskatijāslikās kad viņai acis izsprāgs :@@user',NEG
768,'Esmu Ķīpsalā  lai atbalstītu savējos #tag! (@ Ķīpsala) url',POZ
771,'Lai arī es šodien labprāt no gultas vispār ārā nekāptu jāceļas un jātaisās lai dotos pie astainajiem draugiem uz patversmi.',NEU
772,'Labrīt',NEU
773,'Eu @user  ieslēdz telefonu!',NEU
774,'ārā patīkami silts ^^',POZ
776,'Auksti slikti vientulīgi ;(',NEG
782,'@user Tas gan :D',NEU
783,'@user @user nu ja. Tam jau iesildīšanās ballītes domātas. :D lai skatītāji arī var iesildīties. :D',NEU
785,'1Dien ar daziem klases zeenien uz Riguustaro Riiga+Kino un vakaraa pie Stefana.',NEU
789,'Jopcik garāžas apgaismojumam aizgaja 70ls  :-0',NEG
792,'@user Kā lai saka tehnoloģijas mēdz pievilt. Bet pēc kādas stundas vai 30 minūtēm viss būs pa vecam :) Cheers!',POZ
793,'Kur ir mana drosme jo es zinu ka es to gribu..?',NEU
794,'@user gaidu video!!!!',NEU
795,'@user  man ir vienalga. Tad ejam kad?',NEU
796,'Viss pietiek dzert :D visas trijatā esam šoka :D Patricija čīkst ka gribot nomirt!:D bet nakts drausmīgi jautra!',NEU
797,'Šodien kļuvām par Ausekļa 2013 noslēguma pasākuma uzvarētājām.',POZ
799,'@user Mazs pielabojums - Radas tas par ko daudz doma un esi satraukts taa sakara',NEU
800,'Pagājušo nedēļ uz Studiju bija atnākusi līdz jauka kaķenīte Amora. @ Deju Studija PRO-X" url"',POZ
803,'Machete Kills. Kaut kāds sviestains gaļinieks ar bērnudārza līmeņa datorgrafiku un specefektiem.',NEG
804,'R.I.P. Harij Spanovski ...',NEG
805,'@user es redzeju tikai pilnus takšus :D',NEU
807,'Laime laimīte :)) chiu',POZ
808,'Esmu gatava lkm; d gaidu kad katuška piebrauks ar vecākiem tad brauksim',NEU
809,'Drīz jau mājiņās ;)',POZ
810,'Sēžu pie Jāņa. #tag',NEU
811,'Kajas sap jau no paša rita. Vel 7 h priekša. Šausmas.',NEG
812,'@user nu tad beidzot izdomāji atpūsties! :D',POZ
814,'Ķegums lielvārdē un gala punkts lāčplēsis :)',POZ
816,'HK Olaine turpina irskrējienu un ar 3:2 uzvar vienu no RZ līdervienībām HK Ozolnieki!  #tag',POZ
818,'@user  lābi. Pēteris arī ies?',NEU
819,'@user man nekas nav mainijies :Ddd',NEU
820,'Ar Emīlu braucam uz Rīgu.:) ;D ārā tik auksti',NEU
821,'Tāda dziesma.. Vecums nenāk viens un dziesma ar mani.. url',NEU
823,'Slima. Bet uz darbu jāiet. Būs pagrūti.',NEG
824,'Iespaidīgibet tomēr tajā pašā laikā bēdīgi... :(',NEG
826,'HK Olaine turpina ieskrējienu un ar 3:2 uzvar vienu no RZ līdervienībām HK Ozolnieki!  #tag',NEU
827,'@user A tev atkal savi slapjie sapnisi radas ?',NEU
828,'url Tik daudzi palēnām aiziet. #tag',NEG
829,'Riebjas flegmatiski cilvēki.',NEG
831,'Uz Centru',NEU
832,'@user eu cikos manējais bija majas? :D',NEU
834,'Sava veida romantika piemīt braukšanai uz Rīgu ar autobusu :D',POZ
835,'@user Es tavā vietā tgd izvairītos satikt mani! :D',NEU
836,'TIK DAUDZ SKAITĻU',NEU
837,'Tiko izdzēru tēju laikam jāģērbjas.',NEU
839,'@user Sanita nebus. šī uz rīgu',NEU
840,'Sodien ar teti pavadisu laiku vakara kopa uz #tag un paest picu pie Sintijas :)',POZ
841,'Labr?t   `  . esmu jau gandrīz gatava  ` #tag',NEU
842,'Un jā tikai es varu paskatīties transporta sarakstu darba dienai bet šodien tak 6diena.. Atkal aplauzos pieturā.',NEG
844,'Nevaru noticēt ka starp mums vairs nav H. Spanovska :(',NEG
846,'@user Neticāās ka es tevi tikkai gau paziistu liekas ka veselu mūūžiibu.! ;**',POZ
849,'Eu nopietni?? Es vakar #tag neko nesastrādāju kpc statistika pēkšņi pieaug?? :D #tag??',NEU
850,'@user ieej draugiem.lv',NEU
851,'Klausos muuziku veel kadas 2h jaabrauc',NEU
852,'Nejūtos izgulējies.',NEG
854,'Jāķeras klāt mājas kārtošanai adios uz pāris stundām',NEU
855,'atbrauca Tēvocis ar draudzeni atkal vińam savi noteikumi oh god please no',NEG
856,'Labs rīts visiem :) url',POZ
857,'taisīšu kakao &lt;33',POZ
858,'@user kadreiz studenti nebija tik turīgi ;D',POZ
859,'tg čatoju ar @user',NEU
860,'Jāsāk nu rukāt lai ap 3iem būtu jau viss pabeigts.',NEU
861,'Davaj rītā visi uz balli sliņķi tādi!',NEU
862,'nu tādu var uzzināt:D',NEU
865,'Gaidu autobusu uz Lapmežciemu. . :)) (@ Tukuma Autoosta) url',NEU
866,'Kamēr citiem mači es patrenēšos :) (@ Olymps Fitness) url',POZ
868,'nu ko laimīga apkrāvusies ar ēdienu gaidu savu lielo karieti (autobusu) lai dotos mājās kur pavadīšu šīs burvīgās brīvdienas vienatnē :)',POZ
873,'Garstāvoklis jau no paša rīīta ir sabojāts.!! ;@',NEG
875,'Vakar nu gan bija vakariņš man izdevās pajokot vesalas četras reizes pilnīgi neticami :D',POZ
876,'Labrīt .',NEU
877,'@user kaaaa sauc to speeli?',NEU
879,'Mana ādiņa nosit jūs visus url',NEG
880,'labrītbija jauka nakts Moon Safarisatiku daudzus sen neredzētus cilvēks. :)',POZ
883,'Tikko atnācām no veikala. :)',POZ
885,'Labrīt! Pa gariem laikiem esmu kārtīgi izgulējusies :)))',POZ
887,'man jau sākušies ziemassvētki :D #tag',POZ
890,'šausmiigi jūtos ;//',NEG
891,'Jābeidz dzert laikam! #tag #tag :(',NEG
893,'Bish slimi. #tag url',NEG
897,'Vakar bija jautras sadistiskas spēlītes. Šodien jāslēpj nagu atstātās pēdas. url',POZ
899,'SKORPIONS. Viegli atradīsi ar visiem kompromisu. Galvenais ir runāt! Lai kāds tevi samīļo jo tev tiešām tas būs nepieciešams!',POZ
900,'Otrais brauciens Šiciem tikpat slikts kā pirmais.. Par divām tūkstošdaļam labāks.. Vel divas vietas pazaudētas.',NEG
901,'Drīz uz treniņu. Nevaru sagaidīt :)',POZ
904,'Skatāmies The vimpire Diaries :P url',POZ
905,'Mmmm...mums garšo Pringles :D url',POZ
909,'Tu uzticies - Tevi nodod. Tu tici - Tevi apmāna. Tu mīli - Tevi krāpj. Un kā lai nekļūst par iedomīgu maitu?',NEG
917,'Vakar apskatījām kā Vecrīga staro... šodien uz Mežaparku. ;)',POZ
919,'@user tu būsi šdn?',NEU
920,'@user kaut vai',NEU
921,'@user ņuņu ātri līdz centrixam tikāt? ;3',NEU
923,'oks. jāiet kas jāpaēd.',NEU
924,'Labrītiņ visiem. ;d Vakar vakars tāds samērā feins. mierīgs un tā. Patika. :)',POZ
925,'@user Es vakar nebiju uz dueta Sandra" koncertu Leningrad.Viktors Igo gaidījā mājās un neļāva doties."',NEG
927,'Aaapčī. Kakls strutains paelpot nevaru temperatūra pārmetumi. Sveikas jaukās brīvdienas! ;(',NEG
934,'@user neeviņ arii lieliski nospeeleja bet viņi vairaak pelnījušiMessi jaw 4. ir! pff. ;d',NEU
937,'A man gribas cukurvati url',NEU
938,'@user nevaru.',NEU
943,'jaustaisa tēja un tad jau došos.',NEU
944,'labrīt :) kā man patīk labi izgulēties :))) mm',POZ
945,'Kkads sviests riit koncerts bet veel neko nezinu ko vilkt mugura vnk zbal',NEG
947,'Tikko ienācu iekšā. Akddd iesnas mani nobeigs. Visus šodien var teikt ka pasūtu.',NEG
948,'Nice! Autobuss tik izbrauca no autoostas kad izgāžas loga stikls. Nu 2h elposim svaigu gaisu! :)',POZ
950,'apelsīnu sula un intrigante .',NEU
951,':@ PALIKŠU MĀJĀS :@@@',NEG
952,'@user man nav naaaaaauda.',NEG
955,'Kas vēl nav bijis uz Staro Rīga un rīt grib iet paskatīties?',NEU
957,'labrīt. augšā jau no deviņiem.šodien uz staro rīga. : )',POZ
959,'- Lai arī cik daudz mēs strīdētos  es vienmēr gribu būt tev blakus . .',POZ
960,'Latvijas daba ir tik skaista. Stāvu ceļa malā un vēroju kā 3 brieži rindā iet gar mežmalu :)',POZ
962,'@user nu 98% ar kajam :) 19 % autobusi un 01% taksis :D esmu vel no tas paaudzes kas māk staigāt  :D',POZ
963,'Gaidu Oskaru ',NEU
964,'Labrīt! Nakts treniņš bija vislabākais! Šodien chill pa mājiņām viena pati! :)',POZ
965,'viena skaista sms un labs garīgais visai dienai garantēts. :)',POZ
966,'R.i.p Harijs Spanovskis :(',NEG
970,'@user es smaidu super! :*',POZ
974,'@user nekad nesaki nekad :D',POZ
977,'Hei pasaku Alise no brinumzemes brauks ciemos (@ ciekurkalna 4.skerslinija 9) url',POZ
979,'Brīvdienu mājas. (@ Čili Pica - @user) url',NEU
981,'Dzimšanas dienā arī jāpastrādā! :) (at @user) url',POZ
984,'Eu pag  nākam nedēļ ir sacensības Tukumā pneimatika vai arī es kaut ko jaucu ? ;o',NEU
986,'Paldies! Bija lieliski! :)',POZ
988,'@user a kur tagad varetu dabut?',NEU
992,'Hmm...šodiena jau sāk istīties labāk neka istijās pirms piecām minūtēm :) #tag',POZ
994,'tik traki forši pozitīvs vakars bija.',POZ
997,'@user Kkad drizumaa.',NEU
1002,'Hmmmm melna vai melna ar roza?:D',NEU
1005,'Varu paspīdēt drusku ar savām vācuvalodas zināšanām pie pusdienām ?? jālaiž uz Friču zemi pie Wernera mācīties ',NEU
1006,'@user Vienmēr interesanti skatīties kā Indiana spēlē.',POZ
1008,'paēdis varu dodies gulēt. traka naksniņa bija. haha.',POZ
1009,'Murgs',NEG
1013,'Meitenes ir prom tagad jadoma ko talak darit!',NEU
1014,'Esmu Rīgātagad jāgaida autiņš uz Baldoni.. Baigi auksti ārā;(',NEG
1015,'Labrīt.',NEU
1016,'Manējie . ; 3 url',NEU
1017,'Labsritssbiju ar mammu uz pilsētusaņēmu paciņu no UKun nopirkam vis kaut koo(: Labs dienas iesākums!(: url',POZ
1018,'šodiena nav šodiena',NEU
1020,'@user es zinu : (',NEG
1021,'Forši ka kaimiņi remontu taisa tik skaļi ka man jāiet uz balkonu lai parunātu pa telefonu :D',NEG
1022,'Lēnām taisamies uz Sabiles pusi :D url',NEU
1023,'Beidzot manā dzīvē kaut cik viss ir sakārtots izņemot murgiem kuri ir katru otro nakti',NEG
1025,'seezhu  nenormaali piekususi',NEG
1027,'Šdn pirts :))',POZ
1029,'karoče viss atkal salaists pilnīgā dēli. #tag  Laikam šobrīd vajadzīga Pku` da?',NEG
1030,'Domina smird',NEG
1031,'Beidzot uz dušu eju.',NEU
1038,'Labrīt :D',POZ
1040,'Izcila krāsu eksplozija url',POZ
1042,'@user es esmu 100% par!!!',POZ
1046,'@user Jāatzīst Tev sanācis tīri labi. Izskatās kā Sarumana tornī.',POZ
1047,'Šodien futbols a man te kkas nav labi ar vēderu un sāp galva :( Treniņu izlaidīšu.',NEG
1051,'@user neiešu tomēr vēl kādu laiku pie jums ;)',NEU
1056,'Tullit jau cela uz majam.;)',NEU
1057,'@user nu bet ta ir cukurvate tas jau retums haha! Bet es sāku nopietni apsvērt to ideju haha',NEU
1058,'Cūka Dinija visu norija ēdamo',NEG
1059,'Sagofrēju matus.??? url',NEU
1063,'blad. nu ko ja nu kāds nevēlas man izpalīdzēt un nopirkt cukuru tad sugar-free-day',NEG
1064,'KĀDS NEBRAUC DIVOS AR AUTOBUSU UZ RĪGU ? :D',NEU
1067,'@user @user :D tas liek smieties visiem :D Bet man prieks par to ;D',POZ
1068,'Cūka Dinija norija visu ēdamo',NEG
1069,'Salas balle - jā vai nē? nē vai jā? Grūta izvēle!',NEU
1072,'Vakar bija tiešām lielisks vakars tik labi pavadīju laiku. Bija tur daži purni kas pabojāja garīgo bet tik un tā viss bija super.',POZ
1073,'Nebij ko darīt. url',NEU
1074,'@user Tu būsi?',NEU
1077,'Kurš šodien turpina?',NEU
1078,'@user uzrakstīji grāmatu ?:D',NEU
1083,'Labrīt.Ciest nevaru sestdienas.',NEG
1085,'Jau kuro reizi saprotu ka balleties bez alkohola ir daudz foršāk arī rīti ir labāki un piecelties vieglāk hah. Labrit :))',POZ
1087,'@user  Ahhpiedod ka vakar nepac?łu..!;***#tag.',NEU
1088,'Braucam no kleistiem jau atpakal',NEU
1090,'Tautas tērpi izgludināti var doties pamazām uz Salu! :)',POZ
1092,'Baudu kafiju :) cik labi ka man nav paģiras ...',POZ
1093,'Bučas @user :*',POZ
1095,'@user Būsi?',NEU
1102,'Kuram veel ir tadi mati kad piecelaas ? url',NEU
1105,'Meklēju sūdiņus (@ Būvmateriālu centrs Krūza) url',NEU
1106,'1DIEN VĒL BŪS STARO RĪGA!? #tag',NEU
1107,'Jau no r?tja skała m?zika..!;ddd#tag!!;ddd',NEU
1110,'@user @user Veiksmi bet jāklausās kautkas trakāks džeki. =&gt; url',NEU
1112,'#tag. cik labi būt mājas!!!',POZ
1113,'Labrīt.',NEU
1114,'@user vēl viena caciņa aug ja? ;DD',NEU
1116,'@user tikai uz vakara pusi laikam...',NEU
1121,'dažam labam tiešām kauna nemaz nav!!!!!!!!!!:(',NEG
1123,'šodien uz Siguldu garās brīvdienas! :)',POZ
1126,'@user opaldies. ;))',NEU
1127,'At (@ 15.autobussDārziņi - Jugla 3) url',NEU
1129,'@user kas šodien  kur spēlē ?',NEU
1133,'rekur vēlviena te jau tādi nopietnāki (: url',NEU
1136,'Es pateicu beidzot Eridanai vienu lietu ko jau 1 menesi neteicu:D aw je tgd prieciga:DD',NEU
1139,'Agijaizej uz veikalu- nopērc to un tobet vairāk neko nepērc.  Labimamm.  Agija atnāk ar to ko vajagun 2pac semku.  :D',NEU
1142,'H. Spanovskis - ne tikai izcils aktieris bet ari lielisks cilveks!',POZ
1143,'Jaunā lv dziesma- bute nesa ozoliņu :D',NEU
1144,'Tā sabojāt rītu bļa',NEG
1145,'@user @user Kad LV?',NEU
1147,'Šo es saucu par izgulēšanos. #tag',POZ
1148,'@user a tu vai tad neesi pati Rīgā?:)',NEU
1149,'lazaņju sagribējās ...',NEU
1150,'laikam esmu saņēmies un gatavs doties uz Kandavu. Labrīt. :))',POZ
1153,'@user Te laikam nevar nepamanītka tā starp mums ir sakritība! :@ Veseļojies mīļā!!',POZ
1154,'jāsāk taisītiesdrīz uz autiņu.',NEU
1155,'@user Kaut ko jau sāku atcerēties jāaa :D #tag #tag :D :D',POZ
1157,'@user cikos?',NEU
1160,'@user resij? Nakosnedel brauksi?',NEU
1162,'@user 24. būsi Līgatnē.',NEU
1163,'@user @user @user jā (: tā no kreisās malas otrā ir Jolanta ;d',NEU
1164,'Grāmata lai arī virtuāla bet noderīga katram - Show me: 500 things you should know',POZ
1165,'Labriit! url',NEU
1169,'Bļēē diena sabojāta',NEG
1170,'@user Aneti? Mūsu kursa? kādā sakarā Raitis ar viņu? :D',NEU
1177,'Gribu istabā pārvērtības....  tādas brutālas...',NEU
1179,'Tev smird zeķes',NEG
1182,'@user Šamaņu pusē". url"',NEU
1183,'Tētis šodien baigos ašos dod.Nosmējušās.  Abām uzreiz labs garstāvoklis . Smieklīgais tētuks #tag',POZ
1184,'@user ceru ka runa par manu ballīti nejau vēl kaut kur Tu biji.. :D',NEU
1187,'Xoxo (@ Kates Rezidence (Dachas)) url',NEU
1188,'Izskatās ka Brunis vakar būtu ballējies @ Kraslovski url',NEU
1191,'J.Karlsona jubilejas koncerts ar LUPO! (@ Smiltenes Pilsētas Kultūras Centrs w/ @user) url',POZ
1192,'@user @user @user es jau tur baigā lēdija esmu ;dd',NEU
1198,'@user aa  paldies : dd',NEU
1199,'@user  kontrole Stabu iela. Iekapa 11 trolejbusa. No centra.',NEU
1202,'@user Nebrīnies ka shn būs tamlīdzīgas situācijas tikai dubultā es pat teiktu 5reizdubultaa :D #tag',NEU
1204,'@user @user @user @user no labās malas pirmā ;dd ar sarkani svītraino kreklu. ;d',NEU
1205,'@user ventspils šoseja? nē.. laikam jauc ar savu regulāro spotu.. :D',NEU
1206,'@user Ejam:D',NEU
1208,'@user Vai kādam urīns smadzenēs?',NEG
1209,'Mums pat ir pasiem savs visitis :-D (@ Empire Club - @user) [pic]: url',NEU
1211,'Jelgavnieki šodien atkal šauj pa Rīgas cūkām ;-) url',NEG
1215,'@user tu tak zini ka man ar mhr sajūgs ;)',NEU
1219,'@user Ja kāda no galvenajām ielām tad vēl nekas bet ja bija jāsameklē kāda maza ieliņa nomalē...',NEU
1222,'@user @user @user @user :DDD jājā',NEU
