@relation Twitter
@attribute Twitter numeric
@attribute body string
@attribute class {NEU,POZ,NEG}
@data
564,'Ceļos un veļos. Sakārtošu kaut ko un vakarā iespējams uz Mēmeli. :)',POZ
566,'Šodien man liekas baigā balle. #boom #pauze',NEU
567,'@cepums147 Tad drīz jau nāksi āraa.',NEU
568,'lapsrīts  šaujam ielās ? #grāvējs',NEU
569,'@Amandy65504687 tikai tikko ieraudzīju šito twītu. ;D Amand nu nu nu . ;D',NEU
570,'#Hihihi Siguldā tgd ;)',NEU
571,'paldies @Pastaiga par Katie Melua muzikas ieteikumu. Laiskai rudens sestdienai loti piestav.',POZ
572,'Drīz jau spēlesim. (@ Rujiena) http://t.co/rO2r6KrcRy',NEU
574,'Autobusā pagulēt nevarēju Kursīšu tantes sacēla traci un tā. Kaitina ka nevar braukt ar Kursīšu autobusu!',NEG
575,'@AliceChanel25 pēc pus h  uztaisīšu brokastis',NEU
578,'Celtnieks/LSPA ieradušies Vaiņodē. Spēle sākas 13:00! http://t.co/x8uR9bfw34',NEU
579,'Kaut kas šodien bij ieplānots bet nevaru atcer?ties',NEU
584,'@Annele_ veiksmi koncertā. :)',POZ
585,'@JanisDoroshko lai veicaas : ) (hug)',POZ
586,'- klausos mūziku .` Fractal - Elements .',NEU
588,'Ādažu @MansRimi  pilns ar 15.11.13 kafijas pienu',NEU
589,'Visi ejiet dirst.. Eju pīpēt',NEG
591,'Labrīt ! Saprotu  ka vakardiena bija awesome  bet tagad gan uz darbu .:)',POZ
593,'Ēdu mandarīnus.',NEU
594,'Sāksim ar boulingu!',POZ
596,'Garlaicīgi kāds negrib uzrakstīt? #29998268',NEU
597,'Sodien jamauc uz Valmieru lai vakara varetu iet uz @barsTinte patuseties.',NEU
598,'Laabrīīt!',POZ
599,'@IevaLauka bučas centīsimies ;***',POZ
600,'@Trusiic nopietni? piedod nepamanīju :*',NEU
605,'Šajā sienā dzīvojot Balvu muižas Baltā dāma! Šoreiz izvēlējos ar viņu NEnakšņot viena pati muižā bet… http://t.co/8dlcTNczqW',NEU
606,'@Betijabekyja Lai veicas!:**',POZ
608,'Stunda pirms exāmena :D @ LU EVF | Ekonomikas un vadības fakultāte http://t.co/53hhqcIgut',NEU
609,'Labrīt. Beidzot sestdiena! ? tagad go dušā un jāaizčāpo līdz brālim :)',POZ
610,'Esmu hallé ar @SpilbergaAnda un @summerison .',NEU
611,'ēu a kad ir pirmā advente?',NEU
612,'Būs jāuzzīmē kko.',NEU
613,'Kāds negrib šodien iet uz Vef spēli? atdošu divus ielūgumus. :)',POZ
614,'Un vēl par vienu zvaigzni debesīs vairāk:( http://t.co/VBqcQv8pZ3',NEG
615,'Visi kuri nāk šovakar: atceraties ka tiekamies Alfā 18:30 #liepiņa_apartamenti #fiesta',NEU
617,'Gribu patreneties eksamenam bet es tac nevaru blooootj! Istaja laika saslimu yaa. :(',NEG
618,'Talsos  gaidu mucu uz Ventspili :d',NEU
619,'@renatezale ja vien tā būtu lielākā problēma! :D padomā loģiski vakar bija piektdiena! :D',NEU
621,'@coffeelover53 Aizejam vēlāk?',NEU
624,'Es pamodospaskatījos spogulī un  sapratuka lēnām viss iet uz augšu.',POZ
626,'Dziedošais aktieris  Harijs Spanovskis. #klasika',NEU
627,'@Annele_ jā bet tomēr vislabākās emocijas ir uz skatuves. :)',POZ
628,'Es gribu ēst',NEU
629,'tikko izlīdu no gultas #GM',NEU
631,'Jūtos brīva. :)) Beidzot! :)',POZ
632,'Labrīt :)',POZ
634,'@itneverendssx Falsees sapnī redzēju Hitlerukaut arī neesmu viņu redzējis..',NEU
635,'gribās ēst jāiet uz virtuvi ; 33',NEU
636,'Labrīt :)',POZ
637,'@MariaIliuca nu jaaaa jaa tas jau saprotams :)',NEU
639,'Mmmmmdomaju ko dariit :3  )))) http://t.co/slcN3SREaG',NEU
641,'@Ritenbrauksana ir PAR legālo narkotiku AIZLIEGŠANU!',POZ
642,'Atbalsti mazo biznesu! Pērkot jebkuru NUK mānekļa komplektu 16. novembrī personalizēta snīpja krūzīte dāvanā. http://t.co/njLcZBKD4v',NEU
643,'Jeees no rita temperaturas nav. Ceru ka pa dienu un vakara ari nebus. ^^',POZ
646,'@Lauriks8 Būsi manā nostūrī :Dlai veicas ;)',POZ
648,'Tākā vakar @DislersMaris  mēs abi esam krastieši:D',NEU
649,'Jāsāk adīt. :(  Vakarā iešu ciemā pie sen neredzētās draudzenītes! :)))',POZ
653,'@rusantro arī šī nu jau vēsture (tiesa tikai 10 gadus veca") jeb "diena  kad ČBK okupēja Jelgavu" http://t.co/9KqsZvdSkY"',NEU
655,'Esmu gatava! Pilnā ekipējumā! #NoZobenaSauleLeca http://t.co/3zO0Qk4SvN',POZ
656,'@itneverendssx Būsi pie Gunitas šodien?',NEU
657,'esmu home alone',NEU
658,'Super. PAt brokastis vēl nav paēdis bet jau zinkā bojāt garstāvokli;@',NEG
660,'@EEDzene MĒS BRAUCAM UZ TALSIEM !!!! :D',POZ
664,'Šobrīd sāku domāt. Vai vispār gribu iet uz balli:(',NEG
666,'- noiešu nost no twittera uz kādām pāris stundiņām .` vispār no datora būšu nost .',NEU
667,'Mikai sākās aizsardzības treniņi drīz neviens svešais vairs sētā nevarēs ienākt :)',POZ
668,'Labrīt :)',POZ
671,'@Megijas_Ipasums ej dirst  pimpis lielais :D',NEG
672,'@kakjeeens nevarēju paroli viņam atcerēties.. :(',NEU
673,'@teirievinna Jē es 1 dienu varēšu izgulēties :D',POZ
675,'@janitis_P sāk vilināt :D',NEU
676,'Šonakt ciemos bija lietuvēns. Gandrīz nosmacēja ar.',NEG
677,'@Olafs_Pulks @Balitis gruuti spriest neredzot pamatojumu un apreekjinus.',NEU
678,'@EdvardsRatnieks Jūsu runcis no šī sava kontrolpunkta zina vislabāk kad kurš aiziet un atnāk un ko gardu atnes!',NEU
679,'Drausmigi besiii vecaas tantinjas kas zvanaas visiemjo garlaicigi majaas....un viena no tam ir mana oma...tgd zvanaas visiem',NEG
680,'Šovakar kāds mīļš cilvēciņš brauc ciemos. @Daaacee gaidu Tevi. ;*',POZ
682,'#Labrīt un man ir zivjupirkstiņi ^^',POZ
683,'@siikaljaa Vīrietis vai dzīvoklis?:D',NEU
684,'@pushpurs uzsauc ?',NEU
686,'Vakardiena! http://t.co/wMYlLwssfE',NEU
688,'Bijām ar @karinamihadjuka  un @heartbeatttt  zālē tagad visa diena brīva! Ko lai sadara?:)',POZ
690,'Labrīttik ilgi sen nebiju gulējisžēl ka nav kas pamodina:-(',NEU
691,'EJ UZTAISI BROKASTISBLIN!!!!! @SaantaS',NEG
692,'@Olafs_Pulks @Balitis interesanti preciizaak - diivaini....',NEU
694,'Man Pohuj!',NEG
695,'Yey šodien pa rīgu ar foršiem cilvēkiem:))',POZ
696,'Ceļā uz Madonu. (@ Viļāni) http://t.co/wawnh6hrbi',NEU
698,'Rīts uzsākts ar labu treniņu  dēmoni izdzīti',POZ
699,'Eju pie @gi4ijhs',NEU
700,'Sēžu cukurenēbraukšu uz Rīgu un tad jau uz Baldoni. Vakarā ar māsu un Artūru uz staro Rīga" &lt;3 rīt ar māsu dosimies iepirkties :))"',POZ
701,'@LVqwerty Paga  ko nopietni ?',NEU
702,'Dodos dzīvēbb:)',POZ
706,'meiteņu vakars.. nu ja nu ja. :D nav nekas vairāk ko teikt kā tikai: man ir vissuperīgākās meitenes! par spīti visam ballīte godam :) :*',POZ
708,'Trīs lietas man zāļu skapītī stāv. R.I.P. Harij Spanovski..',NEU
710,'Šodien mazā biznesa diena Latvijā :) http://t.co/4OFsx3ZPef … #atbalstimazo',POZ
711,'Laiks garīgam darbam. (@ Biznesa augstskola Turība - @turiba w/ 11 others) http://t.co/rk4wBJo8uB',NEU
712,'Kurš ir gulējis divas stundiņas? Kurš izskatās tā ka šodien būtu helovīni? Un kurš jau cītīgi sēž darbiņā? Jūs nē..Thats me! Labrīt!',POZ
713,'@VarlisKezis Esmu cilvēksko gribi?:D',NEU
714,'Uz ielas iesildīsies @redsunbuffet :  šovakar briest lieliska ballīte :  nepalaid garām : iesildisimies pirms boksera Maira Brieža 22.11 cīnas.""',NEU
717,'Lauku WC no Nila prasīs piecus latiņus... http://t.co/IOy61BktaG',NEU
718,'Sveiks Epštein! Es par tevi un taviem draugiem biju piemirsusi.',NEU
719,'Jūtos lieliski! :)',POZ
720,'Neignorē kādu kuram tu esi svarīgs jo kādu dienu Tu vari saprast ka esi pazaudējis dimantu kamēr krāji akmeņus.',NEU
723,'šodien jābrauc uz sacensībām. #racketlone',NEU
725,'Super ne-vakar dejošanā mani kaitina un tgd pat uz dr.lv raksta:D:D:D',NEU
726,'drīz manējās jau lec. turu īkšķus un atbalstu! :) (@ Kuldīgas Vieglatlētikas Manēža w/ 2 others) [pic]: http://t.co/CXK4VUOXF8',POZ
727,'Satiku mazo māsu un Mamuciiiti - Alfā Māsiņa saka: ka vairs nelaidīs vaļā pēkšņi tāds miers iekš sirsniņas :)',POZ
728,'Paliku bez telefona.',NEU
729,'labiparunāšos ar kādu kuram ir vairāk laika priekš manis :)!',NEU
732,'Nekur nevaru aiziet jo jāgaida kaut kādi interneta meistari :( nu vot tā :(',NEG
733,'@__Elizabete__ yess...tad jau tiksimies driiz ^^',POZ
735,'@nilushakov No vāka vien nevar spriest kas tur iekšā. Ir jāredz visas lapas.',NEU
738,'Vakar  ar @KachaHJ ļoti labi aizgāja ciet nu ko tad  šodien turpinam ',NEU
741,'@allinonemc Kas tev tur ir?',NEU
742,'Nu es ar beidzot esmu augšā.!!',NEU
744,'@Kangarooo Ak jē! Vai pastāstīt par ielu meklēšanas piedzīvojumiem sensenos laikos?',NEU
745,'@smaidinji Tā jau man likās.  Nu nekasbūs iemesls satikties un uzrīkot vēlvienu filmu vakaru vai pēcpusdienudrīzumā.:D',POZ
746,'Vecāki- klausies Tev vajag arh. Zināšanas" a ko man dariit ar RD "tas pagaidiis" Nu forši joki (es ceru)!"',NEU
749,'Jādodas uz Siemens halli kur cīnīsies lietuvas stiprākie sportisti http://t.co/2YFZY4pJ5j',NEU
750,'Neviens sākums nav ideāls. :-D',POZ
751,'Laprīt  nogulēju 15h . ; O',NEU
754,'Tā varētu iesākties katrs rīts ??',POZ
755,'Kāds negrib uz kino??',NEU
759,'@klaavsdzhii dzīvs? :D',POZ
760,'Man ir auksti :(',NEG
761,'Dodamies uz Loju. :)',POZ
762,'Hah tagad arī man ir pohuj.',NEG
764,'Labrīt. Paldies dažam jaukajam par jaukām īsziņām naktī. Žēl ka izlasīju tikai tagad. :))) bet tagad gan celšos un sākšu taisīties.',POZ
767,'tā noskatijāslikās kad viņai acis izsprāgs :@@doooh',NEG
768,'Esmu Ķīpsalā  lai atbalstītu savējos #nozobenasailelēca! (@ Ķīpsala) http://t.co/j6usuaAH2c',POZ
771,'Lai arī es šodien labprāt no gultas vispār ārā nekāptu jāceļas un jātaisās lai dotos pie astainajiem draugiem uz patversmi.',NEU
772,'Labrīt',NEU
773,'Eu @Toms__LV  ieslēdz telefonu!',NEU
774,'ārā patīkami silts ^^',POZ
776,'Auksti slikti vientulīgi ;(',NEG
782,'@happymartaa Tas gan :D',NEU
783,'@maulics112 @redsunbuffet nu ja. Tam jau iesildīšanās ballītes domātas. :D lai skatītāji arī var iesildīties. :D',NEU
785,'1Dien ar daziem klases zeenien uz Riguustaro Riiga+Kino un vakaraa pie Stefana.',NEU
789,'Jopcik garāžas apgaismojumam aizgaja 70ls  :-0',NEG
792,'@RomansArhipovs Kā lai saka tehnoloģijas mēdz pievilt. Bet pēc kādas stundas vai 30 minūtēm viss būs pa vecam :) Cheers!',POZ
793,'Kur ir mana drosme jo es zinu ka es to gribu..?',NEU
794,'@VideoKlips gaidu video!!!!',NEU
795,'@Martaaa_J  man ir vienalga. Tad ejam kad?',NEU
796,'Viss pietiek dzert :D visas trijatā esam šoka :D Patricija čīkst ka gribot nomirt!:D bet nakts drausmīgi jautra!',NEU
797,'Šodien kļuvām par Ausekļa 2013 noslēguma pasākuma uzvarētājām.',POZ
799,'@DzeniferaK Mazs pielabojums - Radas tas par ko daudz doma un esi satraukts taa sakara',NEU
800,'Pagājušo nedēļ uz Studiju bija atnākusi līdz jauka kaķenīte Amora. @ Deju Studija PRO-X" http://t.co/cvzc6dGRde"',POZ
803,'Machete Kills. Kaut kāds sviestains gaļinieks ar bērnudārza līmeņa datorgrafiku un specefektiem.',NEG
804,'R.I.P. Harij Spanovski ...',NEG
805,'@mk3ea88 es redzeju tikai pilnus takšus :D',NEU
807,'Laime laimīte :)) chiu',POZ
808,'Esmu gatava lkm; d gaidu kad katuška piebrauks ar vecākiem tad brauksim',NEU
809,'Drīz jau mājiņās ;)',POZ
810,'Sēžu pie Jāņa. #Zaļenieku',NEU
811,'Kajas sap jau no paša rita. Vel 7 h priekša. Šausmas.',NEG
812,'@Keksss12345 nu tad beidzot izdomāji atpūsties! :D',POZ
814,'Ķegums lielvārdē un gala punkts lāčplēsis :)',POZ
816,'HK Olaine turpina irskrējienu un ar 3:2 uzvar vienu no RZ līdervienībām HK Ozolnieki!  #EHL',POZ
818,'@Martaaa_J  lābi. Pēteris arī ies?',NEU
819,'@eReinis man nekas nav mainijies :Ddd',NEU
820,'Ar Emīlu braucam uz Rīgu.:) ;D ārā tik auksti',NEU
821,'Tāda dziesma.. Vecums nenāk viens un dziesma ar mani.. http://t.co/uxgVBa9k4U',NEU
823,'Slima. Bet uz darbu jāiet. Būs pagrūti.',NEG
824,'Iespaidīgibet tomēr tajā pašā laikā bēdīgi... :(',NEG
826,'HK Olaine turpina ieskrējienu un ar 3:2 uzvar vienu no RZ līdervienībām HK Ozolnieki!  #EHL',NEU
827,'@DzeniferaK A tev atkal savi slapjie sapnisi radas ?',NEU
828,'http://t.co/39q383mzXM Tik daudzi palēnām aiziet. #RIP',NEG
829,'Riebjas flegmatiski cilvēki.',NEG
831,'Uz Centru',NEU
832,'@EKregers eu cikos manējais bija majas? :D',NEU
834,'Sava veida romantika piemīt braukšanai uz Rīgu ar autobusu :D',POZ
835,'@Betonsss Es tavā vietā tgd izvairītos satikt mani! :D',NEU
836,'TIK DAUDZ SKAITĻU',NEU
837,'Tiko izdzēru tēju laikam jāģērbjas.',NEU
839,'@madzinatorss Sanita nebus. šī uz rīgu',NEU
840,'Sodien ar teti pavadisu laiku vakara kopa uz #staroriga un paest picu pie Sintijas :)',POZ
841,'Labr?t   `  . esmu jau gandrīz gatava  ` #eh',NEU
842,'Un jā tikai es varu paskatīties transporta sarakstu darba dienai bet šodien tak 6diena.. Atkal aplauzos pieturā.',NEG
844,'Nevaru noticēt ka starp mums vairs nav H. Spanovska :(',NEG
846,'@MontaSurma Neticāās ka es tevi tikkai gau paziistu liekas ka veselu mūūžiibu.! ;**',POZ
849,'Eu nopietni?? Es vakar #itkā neko nesastrādāju kpc statistika pēkšņi pieaug?? :D #eskkoneatcerosvaipalaidugarām??',NEU
850,'@IvoVizulis ieej draugiem.lv',NEU
851,'Klausos muuziku veel kadas 2h jaabrauc',NEU
852,'Nejūtos izgulējies.',NEG
854,'Jāķeras klāt mājas kārtošanai adios uz pāris stundām',NEU
855,'atbrauca Tēvocis ar draudzeni atkal vińam savi noteikumi oh god please no',NEG
856,'Labs rīts visiem :) http://t.co/Uabc4MJsz3',POZ
857,'taisīšu kakao &lt;33',POZ
858,'@mk3ea88 kadreiz studenti nebija tik turīgi ;D',POZ
859,'tg čatoju ar @annija200030',NEU
860,'Jāsāk nu rukāt lai ap 3iem būtu jau viss pabeigts.',NEU
861,'Davaj rītā visi uz balli sliņķi tādi!',NEU
862,'nu tādu var uzzināt:D',NEU
865,'Gaidu autobusu uz Lapmežciemu. . :)) (@ Tukuma Autoosta) http://t.co/ZmtW47VzJE',NEU
866,'Kamēr citiem mači es patrenēšos :) (@ Olymps Fitness) http://t.co/tCvei2ELpt',POZ
868,'nu ko laimīga apkrāvusies ar ēdienu gaidu savu lielo karieti (autobusu) lai dotos mājās kur pavadīšu šīs burvīgās brīvdienas vienatnē :)',POZ
873,'Garstāvoklis jau no paša rīīta ir sabojāts.!! ;@',NEG
875,'Vakar nu gan bija vakariņš man izdevās pajokot vesalas četras reizes pilnīgi neticami :D',POZ
876,'Labrīt .',NEU
877,'@signevii kaaaa sauc to speeli?',NEU
879,'Mana ādiņa nosit jūs visus http://t.co/4IEGThpQOz',NEG
880,'labrītbija jauka nakts Moon Safarisatiku daudzus sen neredzētus cilvēks. :)',POZ
883,'Tikko atnācām no veikala. :)',POZ
885,'Labrīt! Pa gariem laikiem esmu kārtīgi izgulējusies :)))',POZ
887,'man jau sākušies ziemassvētki :D #hohoho',POZ
890,'šausmiigi jūtos ;//',NEG
891,'Jābeidz dzert laikam! #GalvuhaSāp #Bļē :(',NEG
893,'Bish slimi. #atkarība http://t.co/N8dZy2EzUl',NEG
897,'Vakar bija jautras sadistiskas spēlītes. Šodien jāslēpj nagu atstātās pēdas. http://t.co/xZZWN5t4Dg',POZ
899,'SKORPIONS. Viegli atradīsi ar visiem kompromisu. Galvenais ir runāt! Lai kāds tevi samīļo jo tev tiešām tas būs nepieciešams!',POZ
900,'Otrais brauciens Šiciem tikpat slikts kā pirmais.. Par divām tūkstošdaļam labāks.. Vel divas vietas pazaudētas.',NEG
901,'Drīz uz treniņu. Nevaru sagaidīt :)',POZ
904,'Skatāmies The vimpire Diaries :P http://t.co/EXTp0uRdl9',POZ
905,'Mmmm...mums garšo Pringles :D http://t.co/JRe53ebF9O',POZ
909,'Tu uzticies - Tevi nodod. Tu tici - Tevi apmāna. Tu mīli - Tevi krāpj. Un kā lai nekļūst par iedomīgu maitu?',NEG
917,'Vakar apskatījām kā Vecrīga staro... šodien uz Mežaparku. ;)',POZ
919,'@scaryymonster tu būsi šdn?',NEU
920,'@ricinss1 kaut vai',NEU
921,'@undiinite ņuņu ātri līdz centrixam tikāt? ;3',NEU
923,'oks. jāiet kas jāpaēd.',NEU
924,'Labrītiņ visiem. ;d Vakar vakars tāds samērā feins. mierīgs un tā. Patika. :)',POZ
925,'@eriks_saksons Es vakar nebiju uz dueta Sandra" koncertu Leningrad.Viktors Igo gaidījā mājās un neļāva doties."',NEG
927,'Aaapčī. Kakls strutains paelpot nevaru temperatūra pārmetumi. Sveikas jaukās brīvdienas! ;(',NEG
934,'@Robchikss neeviņ arii lieliski nospeeleja bet viņi vairaak pelnījušiMessi jaw 4. ir! pff. ;d',NEU
937,'A man gribas cukurvati http://t.co/QCDi1dN1xF',NEU
938,'@loruxx221 nevaru.',NEU
943,'jaustaisa tēja un tad jau došos.',NEU
944,'labrīt :) kā man patīk labi izgulēties :))) mm',POZ
945,'Kkads sviests riit koncerts bet veel neko nezinu ko vilkt mugura vnk zbal',NEG
947,'Tikko ienācu iekšā. Akddd iesnas mani nobeigs. Visus šodien var teikt ka pasūtu.',NEG
948,'Nice! Autobuss tik izbrauca no autoostas kad izgāžas loga stikls. Nu 2h elposim svaigu gaisu! :)',POZ
950,'apelsīnu sula un intrigante .',NEU
951,':@ PALIKŠU MĀJĀS :@@@',NEG
952,'@leoniida man nav naaaaaauda.',NEG
955,'Kas vēl nav bijis uz Staro Rīga un rīt grib iet paskatīties?',NEU
957,'labrīt. augšā jau no deviņiem.šodien uz staro rīga. : )',POZ
959,'- Lai arī cik daudz mēs strīdētos  es vienmēr gribu būt tev blakus . .',POZ
960,'Latvijas daba ir tik skaista. Stāvu ceļa malā un vēroju kā 3 brieži rindā iet gar mežmalu :)',POZ
962,'@mk3ea88 nu 98% ar kajam :) 19 % autobusi un 01% taksis :D esmu vel no tas paaudzes kas māk staigāt  :D',POZ
963,'Gaidu Oskaru ',NEU
964,'Labrīt! Nakts treniņš bija vislabākais! Šodien chill pa mājiņām viena pati! :)',POZ
965,'viena skaista sms un labs garīgais visai dienai garantēts. :)',POZ
966,'R.i.p Harijs Spanovskis :(',NEG
970,'@vikanij es smaidu super! :*',POZ
974,'@paulaa1203 nekad nesaki nekad :D',POZ
977,'Hei pasaku Alise no brinumzemes brauks ciemos (@ ciekurkalna 4.skerslinija 9) http://t.co/IXR9UB4gd1',POZ
979,'Brīvdienu mājas. (@ Čili Pica - @cili_pica) http://t.co/w2qUfk0y2L',NEU
981,'Dzimšanas dienā arī jāpastrādā! :) (at @FitlandClub) http://t.co/DakvctpeZE',POZ
984,'Eu pag  nākam nedēļ ir sacensības Tukumā pneimatika vai arī es kaut ko jaucu ? ;o',NEU
986,'Paldies! Bija lieliski! :)',POZ
988,'@Diiaanedd a kur tagad varetu dabut?',NEU
992,'Hmm...šodiena jau sāk istīties labāk neka istijās pirms piecām minūtēm :) #smile',POZ
994,'tik traki forši pozitīvs vakars bija.',POZ
997,'@atrais15 Kkad drizumaa.',NEU
1002,'Hmmmm melna vai melna ar roza?:D',NEU
1005,'Varu paspīdēt drusku ar savām vācuvalodas zināšanām pie pusdienām ?? jālaiž uz Friču zemi pie Wernera mācīties ',NEU
1006,'@edziic13 Vienmēr interesanti skatīties kā Indiana spēlē.',POZ
1008,'paēdis varu dodies gulēt. traka naksniņa bija. haha.',POZ
1009,'Murgs',NEG
1013,'Meitenes ir prom tagad jadoma ko talak darit!',NEU
1014,'Esmu Rīgātagad jāgaida autiņš uz Baldoni.. Baigi auksti ārā;(',NEG
1015,'Labrīt.',NEU
1016,'Manējie . ; 3 http://t.co/n2CS6ECSpf',NEU
1017,'Labsritssbiju ar mammu uz pilsētusaņēmu paciņu no UKun nopirkam vis kaut koo(: Labs dienas iesākums!(: http://t.co/3SEqxaiZCJ',POZ
1018,'šodiena nav šodiena',NEU
1020,'@Megijas_Ipasums es zinu : (',NEG
1021,'Forši ka kaimiņi remontu taisa tik skaļi ka man jāiet uz balkonu lai parunātu pa telefonu :D',NEG
1022,'Lēnām taisamies uz Sabiles pusi :D http://t.co/ts9vdX8Eyr',NEU
1023,'Beidzot manā dzīvē kaut cik viss ir sakārtots izņemot murgiem kuri ir katru otro nakti',NEG
1025,'seezhu  nenormaali piekususi',NEG
1027,'Šdn pirts :))',POZ
1029,'karoče viss atkal salaists pilnīgā dēli. #esmumalacis  Laikam šobrīd vajadzīga Pku` da?',NEG
1030,'Domina smird',NEG
1031,'Beidzot uz dušu eju.',NEU
1038,'Labrīt :D',POZ
1040,'Izcila krāsu eksplozija http://t.co/q6reI3ITRT',POZ
1042,'@kintuciiiiss es esmu 100% par!!!',POZ
1046,'@NadinaElekse Jāatzīst Tev sanācis tīri labi. Izskatās kā Sarumana tornī.',POZ
1047,'Šodien futbols a man te kkas nav labi ar vēderu un sāp galva :( Treniņu izlaidīšu.',NEG
1051,'@EKregers neiešu tomēr vēl kādu laiku pie jums ;)',NEU
1056,'Tullit jau cela uz majam.;)',NEU
1057,'@kintuciiiiss nu bet ta ir cukurvate tas jau retums haha! Bet es sāku nopietni apsvērt to ideju haha',NEU
1058,'Cūka Dinija visu norija ēdamo',NEG
1059,'Sagofrēju matus.??? http://t.co/zPnRCUPThq',NEU
1063,'blad. nu ko ja nu kāds nevēlas man izpalīdzēt un nopirkt cukuru tad sugar-free-day',NEG
1064,'KĀDS NEBRAUC DIVOS AR AUTOBUSU UZ RĪGU ? :D',NEU
1067,'@hevijastoune @Madzinatorss :D tas liek smieties visiem :D Bet man prieks par to ;D',POZ
1068,'Cūka Dinija norija visu ēdamo',NEG
1069,'Salas balle - jā vai nē? nē vai jā? Grūta izvēle!',NEU
1072,'Vakar bija tiešām lielisks vakars tik labi pavadīju laiku. Bija tur daži purni kas pabojāja garīgo bet tik un tā viss bija super.',POZ
1073,'Nebij ko darīt. http://t.co/06j0euowqf',NEU
1074,'@inteelLV Tu būsi?',NEU
1077,'Kurš šodien turpina?',NEU
1078,'@manszirgs uzrakstīji grāmatu ?:D',NEU
1083,'Labrīt.Ciest nevaru sestdienas.',NEG
1085,'Jau kuro reizi saprotu ka balleties bez alkohola ir daudz foršāk arī rīti ir labāki un piecelties vieglāk hah. Labrit :))',POZ
1087,'@MartaH029  Ahhpiedod ka vakar nepac?łu..!;***#Telefonu.',NEU
1088,'Braucam no kleistiem jau atpakal',NEU
1090,'Tautas tērpi izgludināti var doties pamazām uz Salu! :)',POZ
1092,'Baudu kafiju :) cik labi ka man nav paģiras ...',POZ
1093,'Bučas @Elviss_j :*',POZ
1095,'@Ugjeens Būsi?',NEU
1102,'Kuram veel ir tadi mati kad piecelaas ? http://t.co/SJvS0A3e2i',NEU
1105,'Meklēju sūdiņus (@ Būvmateriālu centrs Krūza) http://t.co/kjL4lq3LeY',NEU
1106,'1DIEN VĒL BŪS STARO RĪGA!? #TWITTERSPĒKS',NEU
